Contenu_,Date_,Utilisateur_,Source_,ID_,Tweet URL
@eyitayojay Gbayi,2020-12-16 07:51:07,mukhtar_usman,Twitter for iPhone,1339115828474687489,https://twitter.com/statuses/1339115828474687489
@locallamp Just in case you need proof! https://t.co/OMt9XtPHL8,2020-12-16 07:51:07,Asim_Crash,Twitter for iPhone,1339115828470493184,https://twitter.com/statuses/1339115828470493184
@BuckytheS fuck,2020-12-16 07:51:07,frugtime,Twitter Web App,1339115828462149632,https://twitter.com/statuses/1339115828462149632
"100% CF5A9529 :Battle ID
I need backup!
Lvl 200 Ewiyar
https://t.co/thfhY6ir5l",2020-12-16 07:51:07,yc3214,グランブルー ファンタジー,1339115828462010369,https://twitter.com/statuses/1339115828462010369
@lvrpjs Ok come here🤨🤲🏻,2020-12-16 07:51:07,J4EMNCY,Twitter for iPhone,1339115828449406978,https://twitter.com/statuses/1339115828449406978
@JlLLIAS Thank you,2020-12-16 07:51:07,SLEEPRIGHTS,Twitter for iPhone,1339115828436987908,https://twitter.com/statuses/1339115828436987908
I don’t think I have one at this point. I switch between them too often. Guess you could call me an aesthetic slut. https://t.co/7mT3kT8kru,2020-12-16 07:51:07,FoolofaTook29,Twitter for iPhone,1339115828432707584,https://twitter.com/statuses/1339115828432707584
"7C5760C4 :Battle ID
I need backup!
Lvl 200 Wilnas
https://t.co/iHsI8AoFXt",2020-12-16 07:51:07,cuck2541,グランブルー ファンタジー,1339115828424241152,https://twitter.com/statuses/1339115828424241152
"Don't mind me, just posting cute selfies at midnight in my fluffy-ass coat. Keep scrolling. ✨ https://t.co/qQ7KvtSi8k",2020-12-16 07:51:07,docniccals,Twitter for Android,1339115828420067328,https://twitter.com/statuses/1339115828420067328
@KhrisDragKing Okay?,2020-12-16 07:51:07,Stephano1o1,Twitter Web App,1339115828411854851,https://twitter.com/statuses/1339115828411854851
"@sillymortal_ Mestilaa, limited uh🤣🤣🤣🤣",2020-12-16 07:51:07,yourbaddie00,Twitter for Android,1339115828403347456,https://twitter.com/statuses/1339115828403347456
if my boyfriend tries to flirt with me in front of skz i’ll be embarrassed stop,2020-12-16 07:51:07,yzgrande,Twitter for iPhone,1339115828390719488,https://twitter.com/statuses/1339115828390719488
"Mine Teen Ministry Questions Pastor Timi Adigun’s Apology, Reveals How He Took Advantage Of Girls https://t.co/1J3l7cvlQN",2020-12-16 07:51:07,autogistz,WordPress.com,1339115828378279936,https://twitter.com/statuses/1339115828378279936
I need to start prioritizing quality clothing purchases. But Damn sure not gonna pay $50 for a gentrified corner store wife beater,2020-12-16 07:51:07,jamaicawest312,Twitter for iPhone,1339115828365697024,https://twitter.com/statuses/1339115828365697024
so my replies aren't justifiable enough for u ???? sighs 😔😔😔😔😔😔 https://t.co/5f0rnF82jJ,2020-12-16 07:51:07,lesbnm,Twitter for Android,1339115828365561857,https://twitter.com/statuses/1339115828365561857
stuck between “i don’t wanna feel that type of hurt again” and “i wanna feel that type of love again,2020-12-16 07:51:07,Sl_ol1,Twitter for iPhone,1339115828340518915,https://twitter.com/statuses/1339115828340518915
@GoodmanMabunda We having this conversation again?😅,2020-12-16 07:51:07,011kat,Twitter for Android,1339115828323692544,https://twitter.com/statuses/1339115828323692544
Outta pocket 😂😂 https://t.co/X3vGfdMv7M,2020-12-16 07:51:07,robwithdabiddys,Twitter for iPhone,1339115828298575874,https://twitter.com/statuses/1339115828298575874
@euphoriasht yup ily,2020-12-16 07:51:07,painsofchxrry,Twitter for Android,1339115828294238208,https://twitter.com/statuses/1339115828294238208
@perilousphoto Karen......is that you?????,2020-12-16 07:51:07,KLinFL,Twitter for iPhone,1339115828273426432,https://twitter.com/statuses/1339115828273426432
22) Alkaid is at least capable of holding a tune.,2020-12-16 07:51:07,VeiltheCat,Twitter for Android,1339115828260769792,https://twitter.com/statuses/1339115828260769792
this is why i hate to open my ig,2020-12-16 07:51:07,JINM00NIE,Twitter for Android,1339115828239683589,https://twitter.com/statuses/1339115828239683589
i gotta wake up in 5 hours oops,2020-12-16 07:51:07,kaeyacatboy,Twitter for Android,1339115828235612160,https://twitter.com/statuses/1339115828235612160
@melondramaticc mm steve 🙏🏻🙏🏻,2020-12-16 07:51:07,kayk0r,Twitter for Android,1339115828227223555,https://twitter.com/statuses/1339115828227223555
How to Reverse Atherosclerosis Naturally https://t.co/HGmVUtPZ9S,2020-12-16 07:51:07,DorisEdwards07,Twitter Web App,1339115828206329856,https://twitter.com/statuses/1339115828206329856
Veterinary Information: 16-12-2020 Caulfield R5 - Mostly Sunny - lame off hind.,2020-12-16 07:51:07,RVStewards,RISAConnectRVL,1339115828206137344,https://twitter.com/statuses/1339115828206137344
@pefpak If the was no British involved u would have won.....,2020-12-16 07:51:07,Godfather_44,Twitter for Android,1339115828185346048,https://twitter.com/statuses/1339115828185346048
@WEMADEITKIWI WHATTTT?????? Explain,2020-12-16 07:51:07,tpwk_tessa,Twitter for iPhone,1339115828172746752,https://twitter.com/statuses/1339115828172746752
"@DWPippy He looks like Beavis, or is it Butthead? Both?",2020-12-16 07:51:07,tinyqtee,Twitter for Android,1339115828160020480,https://twitter.com/statuses/1339115828160020480
I DID THIS QUEST AAAAAA glad I didn't know shit when I did it wtf https://t.co/gNJPJyW8oa,2020-12-16 07:51:07,tchkishimas,Twitter for Android,1339115828155858944,https://twitter.com/statuses/1339115828155858944
"“there is a pronounced tendency [across democracies] for conservative parties to emphasize noneconomic divides [race, ethnicity, religion and immigration] when inequality spikes” Hacker&Pierson, how the right rules in an age of extreme inequality 114",2020-12-16 07:51:07,GabrielMLentner,Twitter for iPhone,1339115828151775235,https://twitter.com/statuses/1339115828151775235
@alphacondepresi U no coret,2020-12-16 07:51:07,MLAHOLEE2,Twitter for Android,1339115828139204611,https://twitter.com/statuses/1339115828139204611
"@shabayn China for chinese. India for Indian. Bangladesh for Bangla. Arab for arabian. Also Thailand, Korea, Japan. But Malaysia? It's these countries except Malaysia are racism?",2020-12-16 07:51:07,abu_akilli,Twitter for Android,1339115828134854656,https://twitter.com/statuses/1339115828134854656
excuse me wtf https://t.co/mJWnhfQBot,2020-12-16 07:51:07,sxypjms,Twitter Web App,1339115828134830080,https://twitter.com/statuses/1339115828134830080
I wouldn’t make my wife do anything for me,2020-12-16 07:51:07,NickMillerrrr,Twitter for iPhone,1339115828130816001,https://twitter.com/statuses/1339115828130816001
No need of any evidence that 90% media has been sold. Why they will show this. They are dancing and acting as per guide line of their bosses. Media Apne desh ki maryada ko or Kitna nicha dikhaigi ye wahi Jane. https://t.co/tVF2IBG7bK,2020-12-16 07:51:07,MBarkatullah6,Twitter for Android,1339115828126437381,https://twitter.com/statuses/1339115828126437381
"I""Am Fit 💪😎🔥 Certificate  !! https://t.co/vjwUHHSBzf https://t.co/uJkcmmea88",2020-12-16 07:51:07,Itz_Me_Yoga,Twitter for Android,1339115828105506817,https://twitter.com/statuses/1339115828105506817
@ClicksByStii Check it out.....Kaila!!!,2020-12-16 07:51:07,AnabelleChong01,Twitter for Android,1339115828101332993,https://twitter.com/statuses/1339115828101332993
@h4vena ILY SM https://t.co/chF2BjZvXZ,2020-12-16 07:51:07,fairybmi,Twitter for iPhone,1339115828097077250,https://twitter.com/statuses/1339115828097077250
@tixtixxanimm Best wishes for new success,2020-12-16 07:51:07,aamirqayyum,Twitter for Android,1339115828072116225,https://twitter.com/statuses/1339115828072116225
I can name 13 better rappers lol https://t.co/OB4KnxRBru,2020-12-16 07:51:07,randomedude57,Twitter for Android,1339115828063694849,https://twitter.com/statuses/1339115828063694849
"Wherever smart people work, doors are unlocked.
Eiffel Estate a team of smart minds that will work for you brightly.
For more details contact us or visit our website
https://t.co/Z8rG135xQS https://t.co/qnbjQKl9Oy",2020-12-16 07:51:07,EiffelEstate,Zoho Social,1339115828063571970,https://twitter.com/statuses/1339115828063571970
he’s a sleepy baby:(  https://t.co/TjXZTBIeY3,2020-12-16 07:51:07,pjmglss,Twitter for iPhone,1339115828059336706,https://twitter.com/statuses/1339115828059336706
damn it this is so good https://t.co/FG92GmJqk2,2020-12-16 07:51:07,Chikipaw,Twitter for Android,1339115828029976577,https://twitter.com/statuses/1339115828029976577
OH YEAH 👀💜 https://t.co/umfs3Iaxl9,2020-12-16 07:51:07,riyaflair,Twitter for Android,1339115828029976576,https://twitter.com/statuses/1339115828029976576
@SuNnY_aS_F Good morning. Have a good day. Stay safe. X,2020-12-16 07:51:07,MR_T_MUFC,Twitter for iPhone,1339115828013395968,https://twitter.com/statuses/1339115828013395968
Rhinitis really be creeping up on you when you have a ton of schoolworks to do,2020-12-16 07:51:07,itsjustmehRia,Twitter for iPad,1339115828013252610,https://twitter.com/statuses/1339115828013252610
@ericmetaxas Thank you 🙏✨🇺🇸,2020-12-16 07:51:07,MaryTetzloff1,Twitter for iPhone,1339115828004970497,https://twitter.com/statuses/1339115828004970497
@cakeymakeup Can they give up now? It's been 4 years lmao,2020-12-16 07:51:07,timemystical20,Twitter Web App,1339115827988058112,https://twitter.com/statuses/1339115827988058112
"@gorjuicekenma restless moot, but a wholesome softie uwu",2020-12-16 07:51:07,yumezhi,Twitter Web App,1339115827988033536,https://twitter.com/statuses/1339115827988033536
@Rei_5uKe11 nope.. it’s from nozomu.. a birthday gift,2020-12-16 07:51:07,ezzra_desu,Twitter for iPhone,1339115827975491584,https://twitter.com/statuses/1339115827975491584
"@Danny_Walterr 10-15k. 
But I don't have money oh 😭",2020-12-16 07:51:07,I_DanielYoung,Twitter for Android,1339115827967242240,https://twitter.com/statuses/1339115827967242240
@pinch_poison Good,2020-12-16 07:51:07,RdBilal9,Twitter for Android,1339115827963039745,https://twitter.com/statuses/1339115827963039745
@shineforsunwoo bon boyz voyage it will be a special magazine by dazed for the 3rd anni,2020-12-16 07:51:07,lcidrm,Twitter for iPhone,1339115827895865345,https://twitter.com/statuses/1339115827895865345
Vibes don't lie💯✌,2020-12-16 07:51:07,MuqaddasAzam,Twitter for Android,1339115827883282432,https://twitter.com/statuses/1339115827883282432
check in on the people you care about. trust me. they’re struggling with something and they don’t know who to talk to.,2020-12-16 07:51:07,dreawillie,Twitter for iPhone,1339115827874779136,https://twitter.com/statuses/1339115827874779136
@CL0UDYS00BS It's both,2020-12-16 07:51:07,amouryiren,Twitter for Android,1339115827870617601,https://twitter.com/statuses/1339115827870617601
strangely it’s always the men who say they’re not looking for hookups who jump right into sexual shit hmm,2020-12-16 07:51:07,_therapy___,Twitter for iPhone,1339115827862228993,https://twitter.com/statuses/1339115827862228993
ouch it was close @treasuremembers https://t.co/ByemYLmoKK https://t.co/Q3zt18Hh9M,2020-12-16 07:51:07,jiunieverse,Twitter for Android,1339115827853930496,https://twitter.com/statuses/1339115827853930496
I really fw females for them... dc about your past. I be genuine asf... like a dumbass.,2020-12-16 07:51:07,iswutitis_,Twitter for iPhone,1339115827849809922,https://twitter.com/statuses/1339115827849809922
@hoodieDubzyy What,2020-12-16 07:51:07,StephCurryFan_,Twitter for iPhone,1339115827849736194,https://twitter.com/statuses/1339115827849736194
but why does aespa keeps on glowing up in just a almost a MONTH after debuting ????,2020-12-16 07:51:07,aesphobe,Twitter for Android,1339115827845459974,https://twitter.com/statuses/1339115827845459974
@myntra I have DM you. Kindly revert asap. Thank you,2020-12-16 07:51:07,imvictkr,Twitter for Android,1339115827824480256,https://twitter.com/statuses/1339115827824480256
@Cosmicplayzoff Do it,2020-12-16 07:51:07,tankmasthemess,Twitter for Android,1339115827820433409,https://twitter.com/statuses/1339115827820433409
MY TL IS FULL OF SG 2021 SPOILERS I- 😭😭😭,2020-12-16 07:51:07,yoonseternal,Twitter for iPhone,1339115827795173376,https://twitter.com/statuses/1339115827795173376
TL going crazy with all this twitter porn tonight lol what’s going on 😂,2020-12-16 07:51:07,philly_phill20,Twitter for iPhone,1339115827761700864,https://twitter.com/statuses/1339115827761700864
@TTTAGME shake my smh my head,2020-12-16 07:51:07,wtfnamgi,Twitter Web App,1339115827761618945,https://twitter.com/statuses/1339115827761618945
@shakimery I don't fuk with that shiii either🤧💯,2020-12-16 07:51:07,SneakyMula,Twitter for Android,1339115827757535232,https://twitter.com/statuses/1339115827757535232
give me your sense,2020-12-16 07:51:07,sigle490,Twitter Web App,1339115827748990976,https://twitter.com/statuses/1339115827748990976
@Ras_Adende Follow me to gain 67u,2020-12-16 07:51:07,danielmarviin1,Twitter for Android,1339115827728175106,https://twitter.com/statuses/1339115827728175106
@landpsychology What a picture!,2020-12-16 07:51:07,iampradeepika,Twitter for iPad,1339115827711242240,https://twitter.com/statuses/1339115827711242240
"@PizzaYeena i see you're running the best skin pack, also, at least you weren't running the 3 hatchet belt WITH iri head.. Some people just confuse improper planning and presence with being tunneled when they're bad enough lmao",2020-12-16 07:51:07,bricksnout,Twitter Web App,1339115827707039744,https://twitter.com/statuses/1339115827707039744
@shyuk_kiyowo Amin,2020-12-16 07:51:07,nicepaprika10,Twitter for Android,1339115827698651137,https://twitter.com/statuses/1339115827698651137
"@republic SATYAMEV JAYATE 
TRUTH ALONE WINS
BOOST TO REPUBLIC NETWORK",2020-12-16 07:51:07,divakarrai,Twitter Web App,1339115827686121472,https://twitter.com/statuses/1339115827686121472
Exhausted but got to get it on with it,2020-12-16 07:51:07,jamescourt8,Twitter for iPhone,1339115827677818882,https://twitter.com/statuses/1339115827677818882
I could’ve easily guessed this lol 😂 https://t.co/f0bgZ2KqGh,2020-12-16 07:51:07,WESupp_,Twitter for iPhone,1339115827673640967,https://twitter.com/statuses/1339115827673640967
@between11and25 OK THIS IS SOMETHING I AGREE WITH,2020-12-16 07:51:07,1989HARGREEVES,Twitter for iPhone,1339115827673493505,https://twitter.com/statuses/1339115827673493505
i’m getting sappy over dream i JUST LOVW HIMSOMUCH I WJSBSJSJS LOVE https://t.co/3SIUEtzwan,2020-12-16 07:51:07,gogylcvr,Twitter for iPhone,1339115827631714304,https://twitter.com/statuses/1339115827631714304
@linoluvsnow OMG YES YES YESSS,2020-12-16 07:51:07,Nynystaywithu,Twitter for Android,1339115827631558656,https://twitter.com/statuses/1339115827631558656
"@MrOdanz I have 3 numbers, 1 is registered on NIN the remaining two are not. Do I have to reregister NIN with those two? I don't get it",2020-12-16 07:51:07,essy_smiley,Twitter for Android,1339115827606532096,https://twitter.com/statuses/1339115827606532096
@Tangwes bro the tape is HEAT,2020-12-16 07:51:07,yaMansNovember,Twitter for iPhone,1339115827602345985,https://twitter.com/statuses/1339115827602345985
@egoraptor Ready to suffer?,2020-12-16 07:51:07,BoloFofoGaymer,Twitter for Android,1339115827598123009,https://twitter.com/statuses/1339115827598123009
"To get a feel for the moment, you need to ask yourself: how is independent autonomous individual entrepreneurship possible in markets dominated by platforms?  Is it even possible?",2020-12-16 07:51:07,ALLABOUTTAXI,Twitter for Android,1339115827598069760,https://twitter.com/statuses/1339115827598069760
"Table Salt

-not that good at range but is still versatile
-added an extra space to their resume so it fills a page 
-sometimes is iodized so it gets points for that https://t.co/rVqDAGOp4K",2020-12-16 07:51:07,shoutn2roses,Twitter for Android,1339115827589566466,https://twitter.com/statuses/1339115827589566466
@TheWissenPlace Beautiful,2020-12-16 07:51:07,Funmiscute,Twitter for Android,1339115827568779265,https://twitter.com/statuses/1339115827568779265
I haven’t been able to sleep for more than a few minutes. My tummy hurts and I’m too hot and yet if I try to get up to do anything (like get a drink) I feel too weak. Being sick is dumb.,2020-12-16 07:51:07,2ambiace,Twitter for iPhone,1339115827568680960,https://twitter.com/statuses/1339115827568680960
@Peter_Fitz It's a brave new world Mr Fitz,2020-12-16 07:51:07,Lieberal_Aus,Twitter Web App,1339115827551817728,https://twitter.com/statuses/1339115827551817728
@hestelIar so good,2020-12-16 07:51:07,chanlixg4y,Twitter for iPhone,1339115827543506945,https://twitter.com/statuses/1339115827543506945
not oomf tweeting about jimmy fallon /j https://t.co/3Lrs4IHEuB,2020-12-16 07:51:07,gcfslee,Twitter Web App,1339115827539402752,https://twitter.com/statuses/1339115827539402752
"@IM_Coaching Hello, you might want to try https://t.co/ENwOJsgL68 a powerful and robust social media management tool to handle all your social media accounts across major platforms. Try it and you will surely like it. They offer a free trial on the link below.
https://t.co/rjtYUukxld",2020-12-16 07:51:07,Mikaelovich,Twitter Web App,1339115827518263296,https://twitter.com/statuses/1339115827518263296
"How about a bit of respect for the woman he abused? He isn't ""lucky"" to have escaped prison, he is ""lucky"" to live in a misogynistic society that excuses and minimises such behaviour and focuses on the fortunes of the perpetrator, rather than the impact on the victim. https://t.co/U9ioNX0P6f",2020-12-16 07:51:07,TashHarpley,Twitter for Android,1339115827514257408,https://twitter.com/statuses/1339115827514257408
@vnthiii hello ill  be 😋,2020-12-16 07:51:07,jeonlvrz,Twitter for iPhone,1339115827505885184,https://twitter.com/statuses/1339115827505885184
@RealKakeyy Here I go 😘,2020-12-16 07:51:07,BobbyBalmer4,Twitter for Android,1339115827501686784,https://twitter.com/statuses/1339115827501686784
@Bewakoof_IN Jail.😳,2020-12-16 07:51:07,KrunaalD,Twitter for Android,1339115827501494273,https://twitter.com/statuses/1339115827501494273
This can’t be real https://t.co/Gw4IX2GW4V,2020-12-16 07:51:07,Maluba9vi,Twitter for iPhone,1339115827493277696,https://twitter.com/statuses/1339115827493277696
@JohnJHarwood Big suprise,2020-12-16 07:51:07,PatriotsParty1,Twitter for Android,1339115827484913664,https://twitter.com/statuses/1339115827484913664
@Pokediger1 Hey Poke my little sister birthday is on 28 December so I wish u could give her 1k robux if u wish she been asking me to buy roblox giftcards but I can't cuz my parents don't let me to buy roblox giftcards in stores 😢her username is queenrose2041,2020-12-16 07:51:07,ForhadKobirAli1,Twitter for Android,1339115827472326657,https://twitter.com/statuses/1339115827472326657
Alison from @CHANGEChildcare the Christmas jumper is on for our meeting today... 😆🎅🎄👀👇 https://t.co/dDuXO2eWW1,2020-12-16 07:51:07,SOSCN,Twitter Web App,1339115827472240640,https://twitter.com/statuses/1339115827472240640
@robinmalley I want to see more please!,2020-12-16 07:51:07,Phil_Tanner,Twitter for Android,1339115827455389701,https://twitter.com/statuses/1339115827455389701
@Tattooed_Mummy I don’t understand what use a gofundme page is if the treatment has been disallowed due to lack of informed consent.,2020-12-16 07:51:07,bilbobaggins2k,Twitter for iPhone,1339115827438772224,https://twitter.com/statuses/1339115827438772224
@XiuMch Ooh they're back. Daming gatekeepings ate 😒,2020-12-16 07:51:07,icekingxiuu,Twitter for Android,1339115827438604288,https://twitter.com/statuses/1339115827438604288
just like me. https://t.co/Lg2sWaY77x,2020-12-16 07:51:07,mjigei,Twitter for iPhone,1339115827434577925,https://twitter.com/statuses/1339115827434577925
@NEMonarchist God's will is that we love Him. We cannot love him unless we are free.,2020-12-16 07:51:07,UberSweets,Twitter for Android,1339115827426172928,https://twitter.com/statuses/1339115827426172928
@ENHYPEN_members NO WAAAYYYY I WAS JUST THINKING ABOUT YOU,2020-12-16 07:51:07,donggeonkiss,Twitter for Android,1339115827421843457,https://twitter.com/statuses/1339115827421843457
I met a scavenger who bore the mark of Topshop. They ushered me away from Holland & Barrett.,2020-12-16 07:51:07,ThanetGuide,"Cheap Bots, Done Quick!",1339115827392602112,https://twitter.com/statuses/1339115827392602112
Send milktea now na,2020-12-16 07:51:07,angelaaasalesss,Twitter for Android,1339115827384094720,https://twitter.com/statuses/1339115827384094720
"@youlovekk COMING SOON! 🤤💦💯
https://t.co/3lHVean7Ce",2020-12-16 07:51:07,iamohkcool,Twitter for iPhone,1339115827375779840,https://twitter.com/statuses/1339115827375779840
@96HSL0T is drama fun I don't take it at my school,2020-12-16 07:51:07,tpwksalma,Twitter for Android,1339115827367469060,https://twitter.com/statuses/1339115827367469060
Your Universe// Rico Blanco,2020-12-16 07:51:07,jherusalim,Twitter Web App,1339115827367309312,https://twitter.com/statuses/1339115827367309312
"Finally found my Dad (Gilbert Orge), hope he still doesn’t want to eat me https://t.co/Pmf2lTzd64",2020-12-16 07:51:07,Shrek19867494,Twitter for iPad,1339115827367268353,https://twitter.com/statuses/1339115827367268353
@etheralrosey kak re impact 💅,2020-12-16 07:51:07,aintchaeshoe,Twitter for Android,1339115827342143489,https://twitter.com/statuses/1339115827342143489
People are so quick to judge others Faults​... But never quick to point out their Own...!!!,2020-12-16 07:51:07,MisterEddiE2,Twitter for Android,1339115827333910528,https://twitter.com/statuses/1339115827333910528
"""...filled the pool with champagne, 
and swam with the big names..."" https://t.co/EiZcgzTnGz",2020-12-16 07:51:07,cursingnames,Twitter for Android,1339115827329716224,https://twitter.com/statuses/1339115827329716224
@McLinskeyArt Congrats for your 16k! https://t.co/IQn9JdA1Fg,2020-12-16 07:51:07,sartacarmelo,Twitter for Android,1339115827321327618,https://twitter.com/statuses/1339115827321327618
@aima_shk have a blessed day ahead 🌸,2020-12-16 07:51:07,_Biryanii_,Twitter for Android,1339115827312857089,https://twitter.com/statuses/1339115827312857089
@lhslovr sorry 😭🤼‍♂️,2020-12-16 07:51:07,nikidiorz,Twitter for Android,1339115827312803842,https://twitter.com/statuses/1339115827312803842
"@realjonghyun90 I really miss you so much I really do. You were my sunshine,my everything, December is really hard for us it’s really painful it still feels like a nightmare losing you is really hard I know that you can’t hear me but I’m in pain I miss you so much I can’t help it I want you.",2020-12-16 07:51:07,emyeol61_,Twitter for iPhone,1339115827308720132,https://twitter.com/statuses/1339115827308720132
"@ChexySheilla If you need a bestie, you need abba",2020-12-16 07:51:07,Abba68031751,Twitter for Android,1339115827291959296,https://twitter.com/statuses/1339115827291959296
anyway hopefully he compliments my cat or something https://t.co/Zu16uobFML,2020-12-16 07:51:07,snailking0,Twitter for iPhone,1339115827287781376,https://twitter.com/statuses/1339115827287781376
This world will ignore you when you’re screaming for help a,2020-12-16 07:51:07,HatefulAlter,Twitter for iPhone,1339115827258421249,https://twitter.com/statuses/1339115827258421249
@Iram15343494 Beautiful n hot looked,2020-12-16 07:51:07,Hassan73746802,Twitter for Android,1339115827228971008,https://twitter.com/statuses/1339115827228971008
@Tadala_x Let. Me. Go. Hide. In. My. Cave.,2020-12-16 07:51:07,Mad_Nams,Twitter Web App,1339115827216474113,https://twitter.com/statuses/1339115827216474113
i miss when i had a door,2020-12-16 07:51:07,01SAHl,Twitter for iPhone,1339115827203895297,https://twitter.com/statuses/1339115827203895297
Why Mario built like a Gaia Avatar https://t.co/Ta77Wx6uQ2,2020-12-16 07:51:07,Mattkun27,Twitter for iPhone,1339115827199696898,https://twitter.com/statuses/1339115827199696898
@tekooking why am i single https://t.co/7sBDwewjjh,2020-12-16 07:51:07,kvroyalty,Twitter for Android,1339115827182747650,https://twitter.com/statuses/1339115827182747650
its me the guy,2020-12-16 07:51:07,drpepperfanclub,Twitter for iPhone,1339115827170222082,https://twitter.com/statuses/1339115827170222082
Where’s the full video? 😡 https://t.co/kALoml1Yrs,2020-12-16 07:51:07,EVZVN,Twitter for iPhone,1339115827161952257,https://twitter.com/statuses/1339115827161952257
see my pinned ❗,2020-12-16 07:51:07,happiness_13613,Twitter for Android,1339115827157581826,https://twitter.com/statuses/1339115827157581826
"Hey, @ManUtd. Bottling is not allowed tomorrow!!!
Pls win 🤲😭",2020-12-16 07:51:07,HollyVick17,Twitter for Android,1339115827140980737,https://twitter.com/statuses/1339115827140980737
@TaiwanNews886 They should have payed their workers 🤷🏾‍♂️. I am sure these companies dont play these games in China.,2020-12-16 07:51:07,BR_BLX,Twitter for Android,1339115827136696320,https://twitter.com/statuses/1339115827136696320
"I know my fighter!

Try today again Boo. https://t.co/02Wfr5dhWO",2020-12-16 07:51:07,KhucLwi_M,Twitter for Android,1339115827128393728,https://twitter.com/statuses/1339115827128393728
@rsantana2024 Where can I find it?,2020-12-16 07:51:07,GabeTheHornet,Twitter for iPhone,1339115827119890433,https://twitter.com/statuses/1339115827119890433
"Things I learnt from stock trading:

1. Prices always go up during December. Always.

2. Always analyze the number you wrote everyday.

3. Prices are fickle as fuck. It goes up when someone famous buys them, and goes down when controversy happens.",2020-12-16 07:51:07,ara_shiya,Twitter for Android,1339115827119865862,https://twitter.com/statuses/1339115827119865862
@rianaovo exactly 🤯,2020-12-16 07:51:07,vivianxrose,Twitter for iPhone,1339115827119833088,https://twitter.com/statuses/1339115827119833088
My circle is so small when my phone are ringing I already know who calling,2020-12-16 07:51:07,irinejelo_,Twitter for Android,1339115827098861570,https://twitter.com/statuses/1339115827098861570
"""This guy is the real Q"" -Q",2020-12-16 07:51:07,LastmanOnFire,Twitter Web App,1339115827094835202,https://twitter.com/statuses/1339115827094835202
@VerySorrykar Office me ya twitter pe?😂😂.jk,2020-12-16 07:51:07,iemsajeed,Twitter for Android,1339115827094687757,https://twitter.com/statuses/1339115827094687757
Baby only you https://t.co/IvcnoyIQfm,2020-12-16 07:51:07,bearpuppy251,Twitter for Android,1339115827065278465,https://twitter.com/statuses/1339115827065278465
@jajanbhlabels pricelist nder,2020-12-16 07:51:07,jungeuphoria97,Twitter for iPhone,1339115827052810240,https://twitter.com/statuses/1339115827052810240
"#newmusic “Perspective” feat. @ohyee_myg ✨OUT NOW✨ #goodvibetribe 👁

https://t.co/qIrV6UvMc9",2020-12-16 07:51:07,mklbmusic,Twitter for iPhone,1339115827048562692,https://twitter.com/statuses/1339115827048562692
"@nessaabarrett I'm really looking forward to your album, can you tell me when we can listen?",2020-12-16 07:51:07,Olivia26571945,Twitter for Android,1339115827023507457,https://twitter.com/statuses/1339115827023507457
pic of me and my pandemic kitten. one thing i’m proud of is our ability to set boundaries with each other https://t.co/piwx68xqBv,2020-12-16 07:51:07,tuna_club,Twitter for iPhone,1339115826985635840,https://twitter.com/statuses/1339115826985635840
@michaelslovebot YOU are. i have a proof of you being heterosexual in the past. But Besties don't talk about past xD,2020-12-16 07:51:07,yodiego44,Twitter Web App,1339115826973065217,https://twitter.com/statuses/1339115826973065217
@Army_mutualss Follow me ifb very fast,2020-12-16 07:51:07,trzjyuk,Twitter for Android,1339115826973003779,https://twitter.com/statuses/1339115826973003779
@sl33pybois ur welcome,2020-12-16 07:51:07,eiliki3,Twitter for iPhone,1339115826968813570,https://twitter.com/statuses/1339115826968813570
@princessspeach0 The content we love 😂,2020-12-16 07:51:07,MrBlkmAgIc,Twitter for iPhone,1339115826964815872,https://twitter.com/statuses/1339115826964815872
@yoondowo how omg that’s cute TT_TT,2020-12-16 07:51:07,selenekyh,Twitter for iPhone,1339115826956234754,https://twitter.com/statuses/1339115826956234754
"Well, we’re in Tier 3. Must go and buy a take out coffee from Cafe Lemoo which has been brilliant this year https://t.co/rUH0X3fFAo",2020-12-16 07:51:07,ruskin147,IFTTT,1339115826935369730,https://twitter.com/statuses/1339115826935369730
@miIfhunt3r shes so freaking cute https://t.co/D7pP3oFGpf,2020-12-16 07:51:07,BABlEUSAGI,Twitter for iPhone,1339115826922856448,https://twitter.com/statuses/1339115826922856448
"@PraveenS8587 confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank. https://t.co/S8xhHTWYQz (2/2)",2020-12-16 07:51:07,AxisBankSupport,Locobuzz CX,1339115826918600706,https://twitter.com/statuses/1339115826918600706
@NOVlTlATE so true bestie,2020-12-16 07:51:07,Holandios,Twitter Web App,1339115826914455552,https://twitter.com/statuses/1339115826914455552
"Gay dating is shit, but not as shit as having friends that do nothing but invalidate my problems. No, I don’t need to “work on myself.” No, I shouldn’t have to go the gym to make myself even worthy of saying hello to. You can all go fuck yourselves and your stupid advice",2020-12-16 07:51:07,ItsKlitneyBxtch,Twitter for iPhone,1339115826914316288,https://twitter.com/statuses/1339115826914316288
amazon wardrope fashion sale https://t.co/JHtGBqZXAM,2020-12-16 07:51:07,deepakpes2003,Twitter Web App,1339115826893316098,https://twitter.com/statuses/1339115826893316098
Whats with the difficulties to find job nowadays?,2020-12-16 07:51:07,yerranasymelik,Twitter for iPhone,1339115826884964353,https://twitter.com/statuses/1339115826884964353
